confidence_threshold,overall_accuracy,committed_accuracy,coverage,unknown_percentage,other_capture_rate,other_samples_count,other_predicted_as_unknown,total_samples,max_probabilities,true_labels,predicted_labels,experiment,mode,eval_accuracy,excluded_classes,num_training_classes
0.5,0.848,0.8617886178861789,98.4,1.5625,0.0,3,0,128,"[0.9939645  0.99968004 0.9997323  0.9997063  0.9990758  0.5060452
 0.99981266 0.9985367  0.9599164  0.9692035  0.999428   0.99984276
 0.9987336  0.98344696 0.99984014 0.9940258  0.44258434 0.99969363
 0.9999089  0.9993445  0.9998988  0.99988365 0.9999107  0.999915
 0.847804   0.99914    0.99980193 0.9993273  0.9995776  0.9998116
 0.9989893  0.9998851  0.9997073  0.99914277 0.9996038  0.9997422
 0.9984988  0.94801927 0.9997726  0.99978834 0.99974173 0.39176813
 0.9998288  0.999744   0.99980694 0.999826   0.9888248  0.9850743
 0.9997644  0.85156035 0.9998306  0.9991671  0.99950075 0.9855825
 0.9991998  0.9996505  0.9996724  0.9547828  0.9997009  0.9952494
 0.99971324 0.99960357 0.99246216 0.9970784  0.9760435  0.90510184
 0.9999008  0.9998584  0.99988306 0.9868398  0.99989736 0.99987006
 0.99947387 0.9998939  0.9982504  0.9999064  0.9995189  0.999861
 0.99990404 0.9998778  0.99971944 0.99986887 0.9998903  0.9999074
 0.9999033  0.9994591  0.9996997  0.9853821  0.99977046 0.99717146
 0.9998779  0.9998847  0.99990976 0.9969638  0.9998938  0.99971896
 0.99669397 0.9999217  0.9998542  0.9998733  0.999918   0.999624
 0.999746   0.9594124  0.8156249  0.9983322  0.9997942  0.9969246
 0.99994373 0.99080503 0.99978906 0.9999342  0.9998247  0.9999356
 0.9989268  0.99960333 0.9999269  0.999408   0.9997961  0.99992776
 0.9580574  0.99993515 0.99527943 0.96498966 0.99993277 0.99883944
 0.9999107  0.9997582 ]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 6 2 6 6 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5]","[3, 2, 0, 3, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 1, 2, 7, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 2, 2, 2, 4, 4, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 2, 5, 5, 5, 5, 5, 5, 5]",without_other,tweet,0.8479999899864197,['other'],6
0.6,0.84,0.860655737704918,97.6,2.34375,0.0,3,0,128,"[0.9939645  0.99968004 0.9997323  0.9997063  0.9990758  0.5060452
 0.99981266 0.9985367  0.9599164  0.9692035  0.999428   0.99984276
 0.9987336  0.98344696 0.99984014 0.9940258  0.44258434 0.99969363
 0.9999089  0.9993445  0.9998988  0.99988365 0.9999107  0.999915
 0.847804   0.99914    0.99980193 0.9993273  0.9995776  0.9998116
 0.9989893  0.9998851  0.9997073  0.99914277 0.9996038  0.9997422
 0.9984988  0.94801927 0.9997726  0.99978834 0.99974173 0.39176813
 0.9998288  0.999744   0.99980694 0.999826   0.9888248  0.9850743
 0.9997644  0.85156035 0.9998306  0.9991671  0.99950075 0.9855825
 0.9991998  0.9996505  0.9996724  0.9547828  0.9997009  0.9952494
 0.99971324 0.99960357 0.99246216 0.9970784  0.9760435  0.90510184
 0.9999008  0.9998584  0.99988306 0.9868398  0.99989736 0.99987006
 0.99947387 0.9998939  0.9982504  0.9999064  0.9995189  0.999861
 0.99990404 0.9998778  0.99971944 0.99986887 0.9998903  0.9999074
 0.9999033  0.9994591  0.9996997  0.9853821  0.99977046 0.99717146
 0.9998779  0.9998847  0.99990976 0.9969638  0.9998938  0.99971896
 0.99669397 0.9999217  0.9998542  0.9998733  0.999918   0.999624
 0.999746   0.9594124  0.8156249  0.9983322  0.9997942  0.9969246
 0.99994373 0.99080503 0.99978906 0.9999342  0.9998247  0.9999356
 0.9989268  0.99960333 0.9999269  0.999408   0.9997961  0.99992776
 0.9580574  0.99993515 0.99527943 0.96498966 0.99993277 0.99883944
 0.9999107  0.9997582 ]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 6 2 6 6 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5]","[3, 2, 0, 3, 0, 7, 2, 0, 3, 0, 0, 0, 0, 0, 1, 2, 7, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 2, 2, 2, 4, 4, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 2, 5, 5, 5, 5, 5, 5, 5]",without_other,tweet,0.8479999899864197,['other'],6
0.7,0.84,0.860655737704918,97.6,2.34375,0.0,3,0,128,"[0.9939645  0.99968004 0.9997323  0.9997063  0.9990758  0.5060452
 0.99981266 0.9985367  0.9599164  0.9692035  0.999428   0.99984276
 0.9987336  0.98344696 0.99984014 0.9940258  0.44258434 0.99969363
 0.9999089  0.9993445  0.9998988  0.99988365 0.9999107  0.999915
 0.847804   0.99914    0.99980193 0.9993273  0.9995776  0.9998116
 0.9989893  0.9998851  0.9997073  0.99914277 0.9996038  0.9997422
 0.9984988  0.94801927 0.9997726  0.99978834 0.99974173 0.39176813
 0.9998288  0.999744   0.99980694 0.999826   0.9888248  0.9850743
 0.9997644  0.85156035 0.9998306  0.9991671  0.99950075 0.9855825
 0.9991998  0.9996505  0.9996724  0.9547828  0.9997009  0.9952494
 0.99971324 0.99960357 0.99246216 0.9970784  0.9760435  0.90510184
 0.9999008  0.9998584  0.99988306 0.9868398  0.99989736 0.99987006
 0.99947387 0.9998939  0.9982504  0.9999064  0.9995189  0.999861
 0.99990404 0.9998778  0.99971944 0.99986887 0.9998903  0.9999074
 0.9999033  0.9994591  0.9996997  0.9853821  0.99977046 0.99717146
 0.9998779  0.9998847  0.99990976 0.9969638  0.9998938  0.99971896
 0.99669397 0.9999217  0.9998542  0.9998733  0.999918   0.999624
 0.999746   0.9594124  0.8156249  0.9983322  0.9997942  0.9969246
 0.99994373 0.99080503 0.99978906 0.9999342  0.9998247  0.9999356
 0.9989268  0.99960333 0.9999269  0.999408   0.9997961  0.99992776
 0.9580574  0.99993515 0.99527943 0.96498966 0.99993277 0.99883944
 0.9999107  0.9997582 ]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 6 2 6 6 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5]","[3, 2, 0, 3, 0, 7, 2, 0, 3, 0, 0, 0, 0, 0, 1, 2, 7, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 2, 2, 2, 4, 4, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 2, 5, 5, 5, 5, 5, 5, 5]",without_other,tweet,0.8479999899864197,['other'],6
0.8,0.84,0.860655737704918,97.6,2.34375,0.0,3,0,128,"[0.9939645  0.99968004 0.9997323  0.9997063  0.9990758  0.5060452
 0.99981266 0.9985367  0.9599164  0.9692035  0.999428   0.99984276
 0.9987336  0.98344696 0.99984014 0.9940258  0.44258434 0.99969363
 0.9999089  0.9993445  0.9998988  0.99988365 0.9999107  0.999915
 0.847804   0.99914    0.99980193 0.9993273  0.9995776  0.9998116
 0.9989893  0.9998851  0.9997073  0.99914277 0.9996038  0.9997422
 0.9984988  0.94801927 0.9997726  0.99978834 0.99974173 0.39176813
 0.9998288  0.999744   0.99980694 0.999826   0.9888248  0.9850743
 0.9997644  0.85156035 0.9998306  0.9991671  0.99950075 0.9855825
 0.9991998  0.9996505  0.9996724  0.9547828  0.9997009  0.9952494
 0.99971324 0.99960357 0.99246216 0.9970784  0.9760435  0.90510184
 0.9999008  0.9998584  0.99988306 0.9868398  0.99989736 0.99987006
 0.99947387 0.9998939  0.9982504  0.9999064  0.9995189  0.999861
 0.99990404 0.9998778  0.99971944 0.99986887 0.9998903  0.9999074
 0.9999033  0.9994591  0.9996997  0.9853821  0.99977046 0.99717146
 0.9998779  0.9998847  0.99990976 0.9969638  0.9998938  0.99971896
 0.99669397 0.9999217  0.9998542  0.9998733  0.999918   0.999624
 0.999746   0.9594124  0.8156249  0.9983322  0.9997942  0.9969246
 0.99994373 0.99080503 0.99978906 0.9999342  0.9998247  0.9999356
 0.9989268  0.99960333 0.9999269  0.999408   0.9997961  0.99992776
 0.9580574  0.99993515 0.99527943 0.96498966 0.99993277 0.99883944
 0.9999107  0.9997582 ]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 6 2 6 6 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5]","[3, 2, 0, 3, 0, 7, 2, 0, 3, 0, 0, 0, 0, 0, 1, 2, 7, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 2, 2, 2, 4, 4, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 2, 5, 5, 5, 5, 5, 5, 5]",without_other,tweet,0.8479999899864197,['other'],6
0.85,0.832,0.8666666666666667,96.0,3.90625,0.0,3,0,128,"[0.9939645  0.99968004 0.9997323  0.9997063  0.9990758  0.5060452
 0.99981266 0.9985367  0.9599164  0.9692035  0.999428   0.99984276
 0.9987336  0.98344696 0.99984014 0.9940258  0.44258434 0.99969363
 0.9999089  0.9993445  0.9998988  0.99988365 0.9999107  0.999915
 0.847804   0.99914    0.99980193 0.9993273  0.9995776  0.9998116
 0.9989893  0.9998851  0.9997073  0.99914277 0.9996038  0.9997422
 0.9984988  0.94801927 0.9997726  0.99978834 0.99974173 0.39176813
 0.9998288  0.999744   0.99980694 0.999826   0.9888248  0.9850743
 0.9997644  0.85156035 0.9998306  0.9991671  0.99950075 0.9855825
 0.9991998  0.9996505  0.9996724  0.9547828  0.9997009  0.9952494
 0.99971324 0.99960357 0.99246216 0.9970784  0.9760435  0.90510184
 0.9999008  0.9998584  0.99988306 0.9868398  0.99989736 0.99987006
 0.99947387 0.9998939  0.9982504  0.9999064  0.9995189  0.999861
 0.99990404 0.9998778  0.99971944 0.99986887 0.9998903  0.9999074
 0.9999033  0.9994591  0.9996997  0.9853821  0.99977046 0.99717146
 0.9998779  0.9998847  0.99990976 0.9969638  0.9998938  0.99971896
 0.99669397 0.9999217  0.9998542  0.9998733  0.999918   0.999624
 0.999746   0.9594124  0.8156249  0.9983322  0.9997942  0.9969246
 0.99994373 0.99080503 0.99978906 0.9999342  0.9998247  0.9999356
 0.9989268  0.99960333 0.9999269  0.999408   0.9997961  0.99992776
 0.9580574  0.99993515 0.99527943 0.96498966 0.99993277 0.99883944
 0.9999107  0.9997582 ]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 6 2 6 6 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5]","[3, 2, 0, 3, 0, 7, 2, 0, 3, 0, 0, 0, 0, 0, 1, 2, 7, 2, 1, 4, 1, 1, 1, 1, 7, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 7, 2, 2, 4, 4, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 2, 5, 5, 5, 5, 5, 5, 5]",without_other,tweet,0.8479999899864197,['other'],6
0.9,0.824,0.865546218487395,95.19999999999999,4.6875,0.0,3,0,128,"[0.9939645  0.99968004 0.9997323  0.9997063  0.9990758  0.5060452
 0.99981266 0.9985367  0.9599164  0.9692035  0.999428   0.99984276
 0.9987336  0.98344696 0.99984014 0.9940258  0.44258434 0.99969363
 0.9999089  0.9993445  0.9998988  0.99988365 0.9999107  0.999915
 0.847804   0.99914    0.99980193 0.9993273  0.9995776  0.9998116
 0.9989893  0.9998851  0.9997073  0.99914277 0.9996038  0.9997422
 0.9984988  0.94801927 0.9997726  0.99978834 0.99974173 0.39176813
 0.9998288  0.999744   0.99980694 0.999826   0.9888248  0.9850743
 0.9997644  0.85156035 0.9998306  0.9991671  0.99950075 0.9855825
 0.9991998  0.9996505  0.9996724  0.9547828  0.9997009  0.9952494
 0.99971324 0.99960357 0.99246216 0.9970784  0.9760435  0.90510184
 0.9999008  0.9998584  0.99988306 0.9868398  0.99989736 0.99987006
 0.99947387 0.9998939  0.9982504  0.9999064  0.9995189  0.999861
 0.99990404 0.9998778  0.99971944 0.99986887 0.9998903  0.9999074
 0.9999033  0.9994591  0.9996997  0.9853821  0.99977046 0.99717146
 0.9998779  0.9998847  0.99990976 0.9969638  0.9998938  0.99971896
 0.99669397 0.9999217  0.9998542  0.9998733  0.999918   0.999624
 0.999746   0.9594124  0.8156249  0.9983322  0.9997942  0.9969246
 0.99994373 0.99080503 0.99978906 0.9999342  0.9998247  0.9999356
 0.9989268  0.99960333 0.9999269  0.999408   0.9997961  0.99992776
 0.9580574  0.99993515 0.99527943 0.96498966 0.99993277 0.99883944
 0.9999107  0.9997582 ]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 6 2 6 6 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5]","[3, 2, 0, 3, 0, 7, 2, 0, 3, 0, 0, 0, 0, 0, 1, 2, 7, 2, 1, 4, 1, 1, 1, 1, 7, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 2, 2, 2, 2, 2, 2, 2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 7, 2, 2, 4, 4, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 2, 5, 5, 5, 5, 5, 5, 5]",without_other,tweet,0.8479999899864197,['other'],6
0.95,0.816,0.864406779661017,94.39999999999999,6.25,33.33333333333333,3,1,128,"[0.9939645  0.99968004 0.9997323  0.9997063  0.9990758  0.5060452
 0.99981266 0.9985367  0.9599164  0.9692035  0.999428   0.99984276
 0.9987336  0.98344696 0.99984014 0.9940258  0.44258434 0.99969363
 0.9999089  0.9993445  0.9998988  0.99988365 0.9999107  0.999915
 0.847804   0.99914    0.99980193 0.9993273  0.9995776  0.9998116
 0.9989893  0.9998851  0.9997073  0.99914277 0.9996038  0.9997422
 0.9984988  0.94801927 0.9997726  0.99978834 0.99974173 0.39176813
 0.9998288  0.999744   0.99980694 0.999826   0.9888248  0.9850743
 0.9997644  0.85156035 0.9998306  0.9991671  0.99950075 0.9855825
 0.9991998  0.9996505  0.9996724  0.9547828  0.9997009  0.9952494
 0.99971324 0.99960357 0.99246216 0.9970784  0.9760435  0.90510184
 0.9999008  0.9998584  0.99988306 0.9868398  0.99989736 0.99987006
 0.99947387 0.9998939  0.9982504  0.9999064  0.9995189  0.999861
 0.99990404 0.9998778  0.99971944 0.99986887 0.9998903  0.9999074
 0.9999033  0.9994591  0.9996997  0.9853821  0.99977046 0.99717146
 0.9998779  0.9998847  0.99990976 0.9969638  0.9998938  0.99971896
 0.99669397 0.9999217  0.9998542  0.9998733  0.999918   0.999624
 0.999746   0.9594124  0.8156249  0.9983322  0.9997942  0.9969246
 0.99994373 0.99080503 0.99978906 0.9999342  0.9998247  0.9999356
 0.9989268  0.99960333 0.9999269  0.999408   0.9997961  0.99992776
 0.9580574  0.99993515 0.99527943 0.96498966 0.99993277 0.99883944
 0.9999107  0.9997582 ]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 6 2 6 6 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5]","[3, 2, 0, 3, 0, 7, 2, 0, 3, 0, 0, 0, 0, 0, 1, 2, 7, 2, 1, 4, 1, 1, 1, 1, 7, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 7, 2, 2, 2, 7, 2, 2, 2, 2, 2, 2, 2, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 7, 2, 2, 4, 4, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 2, 5, 5, 5, 5, 5, 5, 5]",without_other,tweet,0.8479999899864197,['other'],6
0.99,0.736,0.8679245283018868,84.8,16.40625,66.66666666666666,3,2,128,"[0.9939645  0.99968004 0.9997323  0.9997063  0.9990758  0.5060452
 0.99981266 0.9985367  0.9599164  0.9692035  0.999428   0.99984276
 0.9987336  0.98344696 0.99984014 0.9940258  0.44258434 0.99969363
 0.9999089  0.9993445  0.9998988  0.99988365 0.9999107  0.999915
 0.847804   0.99914    0.99980193 0.9993273  0.9995776  0.9998116
 0.9989893  0.9998851  0.9997073  0.99914277 0.9996038  0.9997422
 0.9984988  0.94801927 0.9997726  0.99978834 0.99974173 0.39176813
 0.9998288  0.999744   0.99980694 0.999826   0.9888248  0.9850743
 0.9997644  0.85156035 0.9998306  0.9991671  0.99950075 0.9855825
 0.9991998  0.9996505  0.9996724  0.9547828  0.9997009  0.9952494
 0.99971324 0.99960357 0.99246216 0.9970784  0.9760435  0.90510184
 0.9999008  0.9998584  0.99988306 0.9868398  0.99989736 0.99987006
 0.99947387 0.9998939  0.9982504  0.9999064  0.9995189  0.999861
 0.99990404 0.9998778  0.99971944 0.99986887 0.9998903  0.9999074
 0.9999033  0.9994591  0.9996997  0.9853821  0.99977046 0.99717146
 0.9998779  0.9998847  0.99990976 0.9969638  0.9998938  0.99971896
 0.99669397 0.9999217  0.9998542  0.9998733  0.999918   0.999624
 0.999746   0.9594124  0.8156249  0.9983322  0.9997942  0.9969246
 0.99994373 0.99080503 0.99978906 0.9999342  0.9998247  0.9999356
 0.9989268  0.99960333 0.9999269  0.999408   0.9997961  0.99992776
 0.9580574  0.99993515 0.99527943 0.96498966 0.99993277 0.99883944
 0.9999107  0.9997582 ]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2
 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 6 2 6 6 3 3 3 3 3 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4
 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5]","[3, 2, 0, 3, 0, 7, 2, 0, 7, 7, 0, 0, 0, 7, 1, 2, 7, 2, 1, 4, 1, 1, 1, 1, 7, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 7, 2, 2, 2, 7, 2, 2, 2, 2, 7, 7, 2, 7, 2, 2, 2, 7, 2, 2, 2, 7, 2, 2, 2, 3, 3, 2, 7, 7, 3, 3, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 7, 7, 2, 2, 4, 4, 2, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 7, 5, 5, 7, 5, 5, 5, 5]",without_other,tweet,0.8479999899864197,['other'],6
